"otu","kingdom","phylum","class","order","family","genus"
"Otu1064","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Alkaliflexus"
"Otu1065","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Otu1066","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mangrovimonas"
"Otu1067","Bacteria","Chloroflexi","Ktedonobacteria","Thermogemmatisporales","Thermogemmatisporaceae","Thermogemmatispora"
"Otu1068","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus"
"Otu1069","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Empedobacter"
"Otu1070","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Kosakonia"
"Otu1071","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Propionispira"
"Otu1072","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus_Evansia"
"Otu1073","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halapricum"
"Otu1074","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"Otu1075","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Gryllotalpicola"
"Otu1076","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Thalassobaculum"
"Otu1077","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Halobacteriovoraceae","Halobacteriovorax"
"Otu1078","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister"
"Otu1079","Bacteria","Verrucomicrobia","","Methylacidiphilales","Methylacidiphilaceae","Methylacidiphilum"
"Otu1080","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Kineosphaera"
"Otu1081","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Allosalinactinospora"
"Otu1082","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalicoccus"
"Otu1083","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus"
"Otu1084","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gimesia"
"Otu1085","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"Otu1086","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Wenzhouxiangellaceae","Wenzhouxiangella"
"Otu1087","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","","Lawsonella"
"Otu1088","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus_Portiera"
"Otu1089","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella"
"Otu1090","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanomicrobium"
"Otu1091","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Sanguibacteroides"
"Otu1092","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"Otu1093","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Tardiphaga"
"Otu1094","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus"
"Otu1095","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"Otu1096","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terracoccus"
"Otu1097","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"Otu1098","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ponticoccus"
"Otu1099","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus"
"Otu1100","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Knoellia"
"Otu1101","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Sciscionella"
"Otu1102","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea"
"Otu1103","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Chitinimonas"
"Otu1104","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella"
"Otu1105","Bacteria","Cyanobacteria","","Nostocales","Scytonemataceae","Scytonema"
"Otu1106","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella"
"Otu1107","Bacteria","Proteobacteria","Alphaproteobacteria","Magnetococcales","Magnetococcaceae","Magnetococcus"
"Otu1108","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halogranum"
"Otu1109","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Tepidanaerobacter"
"Otu1110","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Roseivirga"
"Otu1111","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes"
"Otu1112","Bacteria","Proteobacteria","Gammaproteobacteria","","","Thiolapillus"
"Otu1113","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Paraoerskovia"
"Otu1114","Bacteria","Cyanobacteria","","Pleurocapsales","","Xenococcus"
"Otu1115","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","Caldilinea"
"Otu1116","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"Otu1117","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Andreprevotia"
"Otu1118","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Flexithrix"
"Otu1119","Bacteria","Cyanobacteria","","Oscillatoriales","","Coleofasciculus"
"Otu1120","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thioploca"
"Otu1121","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Orenia"
"Otu1122","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora"
"Otu1123","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus"
"Otu1124","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Thermobifida"
"Otu1125","Bacteria","Proteobacteria","Epsilonproteobacteria","Nautiliales","Nautiliaceae","Nautilia"
"Otu1126","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosalsum"
"Otu1127","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Derxia"
"Otu1128","Archaea","Thaumarchaeota","","","","Candidatus_Nitrosopelagicus"
"Otu1129","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Otu1130","Bacteria","Firmicutes","Clostridia","Clostridiales","","Intestinimonas"
"Otu1131","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus"
"Otu1132","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halomicrobium"
"Otu1133","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Syntrophus"
"Otu1134","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Sporomusa"
"Otu1135","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Mobilicoccus"
"Otu1136","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodovibrio"
"Otu1137","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Obesumbacterium"
"Otu1138","Bacteria","Aquificae","Aquificae","Desulfurobacteriales","Desulfurobacteriaceae","Thermovibrio"
"Otu1139","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter"
"Otu1140","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"Otu1141","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Chondromyces"
"Otu1142","Bacteria","Firmicutes","Clostridia","Clostridiales","","Levyella"
"Otu1143","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium"
"Otu1144","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Alkalilimnicola"
"Otu1145","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Kandleria"
"Otu1146","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"Otu1147","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Shigella"
"Otu1148","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Denitrovibrio"
"Otu1149","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Spiribacter"
"Otu1150","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Saprospiraceae","Aureispira"
"Otu1151","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella"
"Otu1152","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius"
"Otu1153","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio"
"Otu1154","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oleispira"
"Otu1155","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aliiroseovarius"
"Otu1156","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
"Otu1157","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Otu1158","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila"
"Otu1159","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodomicrobium"
"Otu1160","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"Otu1161","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Euryhalocaulis"
"Otu1162","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Trueperella"
"Otu1163","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus"
"Otu1164","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"Otu1165","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"Otu1166","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Vitellibacter"
"Otu1167","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Smaragdicoccus"
"Otu1168","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Williamsiaceae","Williamsia"
"Otu1169","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Actibacterium"
"Otu1170","Bacteria","Spirochaetes","Spirochaetia","Brachyspirales","Brachyspiraceae","Brachyspira"
"Otu1171","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium"
"Otu1172","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira"
"Otu1173","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nesiotobacter"
"Otu1174","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Xanthomarina"
"Otu1175","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter"
"Otu1176","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halobacterium"
"Otu1177","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfomonile"
"Otu1178","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"Otu1179","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Eggerthia"
"Otu1180","Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Cylindrospermopsis"
"Otu1181","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus"
"Otu1182","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sagittula"
"Otu1183","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Kordia"
"Otu1184","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Brenneria"
"Otu1185","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aurantimonas"
"Otu1186","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Haloferula"
"Otu1187","Bacteria","Aquificae","Aquificae","Aquificales","","Thermosulfidibacter"
"Otu1188","Bacteria","Cyanobacteria","","Stigonematales","","Mastigocladopsis"
"Otu1189","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulforegula"
"Otu1190","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Chelonobacter"
"Otu1191","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella"
"Otu1192","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia"
"Otu1193","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter"
"Otu1194","Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Richelia"
"Otu1195","Bacteria","Thermodesulfobacteria","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Thermodesulfatator"
"Otu1196","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga"
"Otu1197","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Pilimelia"
"Otu1198","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Diaphorobacter"
"Otu1199","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Confluentimicrobium"
"Otu1200","Archaea","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosoarchaeum"
"Otu1201","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas"
"Otu1202","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter"
"Otu1203","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Saccharicrinis"
"Otu1204","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus"
"Otu1205","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae","Patulibacter"
"Otu1206","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Aminomonas"
"Otu1207","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinobaculum"
"Otu1208","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"Otu1209","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Family_XIII","Mogibacterium"
"Otu1210","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"Otu1211","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Lampropedia"
"Otu1212","Bacteria","Thermotogae","Thermotogae","Mesoaciditogales","Mesoaciditogaceae","Mesoaciditoga"
"Otu1213","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Phaeobacter"
"Otu1214","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Silvibacterium"
"Otu1215","Bacteria","Thermotogae","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium"
"Otu1216","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Starkeya"
"Otu1217","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Terrimonas"
"Otu1218","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Kyrpidia"
"Otu1219","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Tuberibacillus"
"Otu1220","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas"
"Otu1221","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Acetonema"
"Otu1222","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu1223","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu1224","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Sporocytophaga"
"Otu1225","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfobacca"
"Otu1226","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Prolixibacter"
"Otu1227","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Marinilabilia"
"Otu1228","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"Otu1229","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Wolinella"
"Otu1230","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Labrenzia"
"Otu1231","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter"
"Otu1232","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylosarcina"
"Otu1233","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Croceitalea"
"Otu1234","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Candidatus_Liberibacter"
"Otu1235","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Pseudoclavibacter"
"Otu1236","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","","Aquincola"
"Otu1237","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","","Timonella"
"Otu1238","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermoproteaceae","Thermoproteus"
"Otu1239","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Candidatus_Midichloriaceae","Candidatus_Midichloria"
"Otu1240","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus"
"Otu1241","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Otu1242","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter"
"Otu1243","Bacteria","Proteobacteria","Epsilonproteobacteria","","","Nitratiruptor"
"Otu1244","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"Otu1245","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Rhodopirellula"
"Otu1246","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfatirhabdium"
"Otu1247","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Castellaniella"
"Otu1248","Bacteria","Chrysiogenetes","Chrysiogenetes","Chrysiogenales","Chrysiogenaceae","Chrysiogenes"
"Otu1249","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum"
"Otu1250","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Otu1251","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus"
"Otu1252","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Microthrixaceae","Candidatus_Microthrix"
"Otu1253","Bacteria","Thermotogae","Thermotogae","Thermotogales","Thermotogaceae","Pseudothermotoga"
"Otu1254","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Otu1255","Bacteria","Proteobacteria","Gammaproteobacteria","","","Sedimenticola"
"Otu1256","Bacteria","Firmicutes","Clostridia","Clostridiales","","Gottschalkia"
"Otu1257","Bacteria","Spirochaetes","Spirochaetia","","Leptospiraceae","Turneriella"
"Otu1258","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Otu1259","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu1260","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Paramesorhizobium"
"Otu1261","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Syntrophobotulus"
"Otu1262","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Tetragenococcus"
"Otu1263","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Renibacterium"
"Otu1264","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Anaeromusa"
"Otu1265","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea"
"Otu1266","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Frigoribacterium"
"Otu1267","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halopiger"
"Otu1268","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Halobacteroides"
"Otu1269","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sediminicola"
"Otu1270","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermatophilaceae","Dermatophilus"
"Otu1271","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia"
"Otu1272","Archaea","Thaumarchaeota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus"
"Otu1273","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus"
"Otu1274","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Muribacter"
"Otu1275","Bacteria","Spirochaetes","Spirochaetia","","Leptospiraceae","Leptospira"
"Otu1276","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula"
"Otu1277","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Cohnella"
"Otu1278","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus"
"Otu1279","Bacteria","Bacteroidetes","","Bacteroidetes_Order_II","Rhodothermaceae","Salinibacter"
"Otu1280","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter"
"Otu1281","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceaniovalibus"
"Otu1282","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Dasania"
"Otu1283","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu1284","Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Aquifex"
"Otu1285","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"Otu1286","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Moritella"
"Otu1287","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides"
"Otu1288","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alishewanella"
"Otu1289","Bacteria","Firmicutes","Bacilli","Bacillales","","Exiguobacterium"
"Otu1290","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomicrobium"
"Otu1291","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Haematobacter"
"Otu1292","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"Otu1293","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nautella"
"Otu1294","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Candidatus_Glomeribacter"
"Otu1295","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Thermincola"
"Otu1296","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Segetibacter"
"Otu1297","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Glaciibacter"
"Otu1298","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Amphibacillus"
"Otu1299","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Stackebrandtia"
"Otu1300","Bacteria","Spirochaetes","Spirochaetia","","Leptospiraceae","Leptonema"
"Otu1301","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Candidatus_Neoehrlichia"
"Otu1302","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassomonas"
"Otu1303","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobium"
"Otu1304","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina"
"Otu1305","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gemmata"
"Otu1306","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"Otu1307","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia"
"Otu1308","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Porphyrobacter"
"Otu1309","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Terriglobus"
"Otu1310","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Parvimonas"
